#ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
SHUEGE01,1959,Gene,Shue,west,N,1,34,13,NULL,NULL,6,6,NULL,NULL,NULL,NULL,13,6,2,1,NULL,NULL
SHUEGE01,1958,Gene,Shue,west,N,1,31,13,NULL,NULL,4,3,NULL,NULL,NULL,NULL,11,6,2,1,NULL,NULL
SHUEGE01,1957,Gene,Shue,west,N,1,25,18,NULL,NULL,2,0,NULL,NULL,NULL,NULL,11,8,3,2,NULL,NULL
SIKMAJA01,1984,Jack,Sikma,west,N,1,12,0,NULL,NULL,2,0,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL
SIKMAJA01,1983,Jack,Sikma,west,N,1,30,15,NULL,NULL,12,1,NULL,NULL,NULL,NULL,12,5,6,5,NULL,NULL
SIKMAJA01,1982,Jack,Sikma,west,N,1,17,8,NULL,NULL,3,1,NULL,NULL,NULL,NULL,6,4,0,0,NULL,NULL
SIKMAJA01,1980,Jack,Sikma,west,N,1,21,6,NULL,NULL,4,4,NULL,NULL,NULL,NULL,5,2,2,2,NULL,NULL
SIKMAJA01,1979,Jack,Sikma,west,N,1,28,8,NULL,NULL,8,4,NULL,NULL,NULL,NULL,10,4,0,0,NULL,NULL
SIKMAJA01,1978,Jack,Sikma,west,N,1,18,8,NULL,NULL,4,0,NULL,NULL,NULL,NULL,5,4,0,0,NULL,NULL
SIKMAJA01,1981,Jack,Sikma,West,N,1,21,10,7,2,9,1,2,1,0,2,11,5,0,0,0,0
SILASJA01,1974,James,Silas,west,A,1,23,21,2,1,3,5,2,0,2,3,7,5,11,11,0,0
SILASJA01,1975,James,Silas,AllStars,A,1,23,20,NULL,NULL,0,5,NULL,NULL,NULL,8,10,6,8,8,0,0
SILASPA01,1974,Paul,Silas,east,N,1,15,6,NULL,NULL,2,2,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL
SILASPA01,1971,Paul,Silas,west,N,1,15,2,NULL,NULL,9,1,NULL,NULL,NULL,NULL,6,0,3,2,NULL,NULL
SIMONWA01,1968,Walter,Simon,east,A,1,21,18,1,3,4,1,NULL,NULL,2,3,11,8,3,2,0,0
SIMPSRA01,1971,Ralph,Simpson,west,A,1,20,12,0,1,1,0,NULL,NULL,3,1,14,6,1,0,1,0
SIMPSRA01,1972,Ralph,Simpson,west,A,1,13,6,2,1,3,2,1,0,2,1,6,2,3,2,0,0
SIMPSRA01,1973,Ralph,Simpson,west,A,1,23,12,0,1,1,0,1,0,3,0,17,6,0,0,0,0
SIMPSRA01,1974,Ralph,Simpson,west,A,1,25,6,2,1,3,0,1,0,3,1,10,3,0,0,0,0
SIMPSRA01,1975,Ralph,Simpson,Denver,A,1,37,19,NULL,NULL,7,5,NULL,NULL,NULL,0,15,8,3,3,0,0
SLOANJE01,1968,Jerry,Sloan,west,N,1,18,11,NULL,NULL,3,0,NULL,NULL,NULL,NULL,8,2,1,0,NULL,NULL
SLOANJE01,1966,Jerry,Sloan,west,N,1,22,8,NULL,NULL,4,4,NULL,NULL,NULL,NULL,9,4,0,0,NULL,NULL
SMITHAD01,1965,Adrian,Smith,east,N,1,26,24,NULL,NULL,8,3,NULL,NULL,NULL,NULL,18,9,6,6,NULL,NULL
SMITHPH01,1976,Phil,Smith,west,N,1,28,13,NULL,NULL,6,8,NULL,NULL,NULL,NULL,13,6,2,1,NULL,NULL
SMITHPH01,1975,Phil,Smith,west,N,1,12,7,NULL,NULL,1,0,NULL,NULL,NULL,NULL,7,3,4,1,NULL,NULL
SMITHRA01,1977,Randy,Smith,east,N,1,29,27,NULL,NULL,7,6,NULL,NULL,NULL,NULL,14,11,6,5,NULL,NULL
SMITHRA01,1975,Randy,Smith,east,N,1,15,8,NULL,NULL,1,3,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
SMITHST01,1997,Steve,Smith,east,N,1,16,14,1,2,3,0,0,0,0,0,12,6,0,0,5,2
SMITSRI01,1997,Rick,Smits,east,N,1,21,10,5,2,7,4,0,2,0,3,7,3,4,4,0,0
SOMERWI01,1968,Willie,Somerset,west,A,1,17,6,3,0,3,3,NULL,NULL,1,3,7,2,2,2,0,0
SPREWLA01,1996,Latrell,Sprewell,west,N,1,25,19,2,1,3,1,2,0,1,2,12,7,6,4,3,1
SPREWLA01,1994,Latrell,Sprewell,west,N,1,22,9,NULL,NULL,4,4,NULL,NULL,NULL,NULL,9,4,1,1,NULL,NULL
SPREWLA01,1993,Latrell,Sprewell,west,N,1,15,9,NULL,NULL,7,1,NULL,NULL,NULL,NULL,8,3,7,3,NULL,NULL
SPREWLA01,2000,Latrell,Sprewell,east,N,1,15,7,0,1,1,4,0,0,1,1,6,3,3,1,1,0
STACKJE01,2000,Jerry,Stackhouse,east,N,1,15,7,0,2,2,2,0,0,0,1,8,3,2,0,1,1
STACKJE01,1999,Jerry,Stackhouse,east,N,1,14,8,1,0,1,2,0,0,1,2,7,4,0,0,0,0
STARKJO01,1993,John,Starks,east,N,1,20,9,NULL,NULL,3,3,NULL,NULL,NULL,NULL,9,4,0,0,NULL,NULL
STOCKJO01,1999,John,Stockton,west,N,1,11,10,0,0,0,2,1,0,0,2,5,5,0,0,0,0
STOCKJO01,1996,John,Stockton,west,N,1,20,12,0,0,0,5,1,0,1,2,6,5,0,0,2,2
STOCKJO01,1995,John,Stockton,west,N,1,18,4,NULL,NULL,1,3,NULL,NULL,NULL,NULL,9,2,0,0,NULL,NULL
STOCKJO01,1994,John,Stockton,west,N,1,14,4,NULL,NULL,1,6,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
STOCKJO01,1993,John,Stockton,west,N,1,26,13,NULL,NULL,5,10,NULL,NULL,NULL,NULL,10,6,0,0,NULL,NULL
STOCKJO01,1992,John,Stockton,west,N,1,31,9,NULL,NULL,6,15,NULL,NULL,NULL,NULL,6,3,2,2,NULL,1
STOCKJO01,1991,John,Stockton,west,N,1,18,12,NULL,NULL,1,5,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
STOCKJO01,1990,John,Stockton,west,N,1,12,4,NULL,NULL,1,2,NULL,NULL,NULL,NULL,6,1,4,2,NULL,NULL
STOCKJO01,1989,John,Stockton,west,N,1,15,2,NULL,NULL,0,6,NULL,NULL,NULL,NULL,4,1,0,0,NULL,NULL
STOCKJO01,1988,John,Stockton,west,N,1,32,11,NULL,NULL,2,17,NULL,NULL,NULL,NULL,6,5,0,0,NULL,NULL
STOJAPR01,2003,Peja,Stojakovic,west,N,1,13,5,1,0,1,1,0,0,2,0,5,2,0,0,4,1
STOJAPR01,2002,Peja,Stojakovic,west,N,1,13,5,3,0,3,1,1,0,1,0,7,2,0,0,4,1
STOJAPR01,2001,Peja,Stojakovic,west,N,1,18,11,0,2,2,1,0,0,0,0,10,4,0,0,5,3
STOKEMA01,1957,Maurice,Stokes,west,N,1,36,10,NULL,NULL,14,3,NULL,NULL,NULL,NULL,13,3,7,4,NULL,NULL
STOKEMA01,1956,Maurice,Stokes,west,N,1,31,19,NULL,NULL,12,7,NULL,NULL,NULL,NULL,19,8,3,3,NULL,NULL
STOKEMA01,1955,Maurice,Stokes,west,N,1,20,10,NULL,NULL,16,2,NULL,NULL,NULL,NULL,11,4,5,2,NULL,NULL
STOUDAM01,2008,Amare,Stoudemire,West,N,1,25,19,3,3,6,0,0,0,2,1,10,7,6,5,0,0
STOUDAM01,2009,Amare,Stoudemire,West,N,1,20,12,7,3,10,0,1,0,2,0,10,5,2,2,0,0
STOUDAM01,2006,Amare,Stoudemire,West,N,1,21,29,3,6,9,3,1,5,1,2,22,14,1,1,1,0
STOUDAM01,2004,Amare,Stoudemire,west,N,1,20,6,5,4,9,2,1,0,1,2,11,3,2,0,0,0
STOUDAM01,2007,Amare,Stoudemire,West,N,1,23,18,5,0,5,0,1,1,1,2,11,8,3,1,2,1
SUNDEDO01,1953,Don,Sunderlage,west,N,1,6,4,NULL,NULL,0,1,NULL,NULL,NULL,NULL,2,1,2,2,NULL,NULL
SZCZEWA01,2001,Wally,Szczerbiak,west,N,1,12,10,2,1,3,3,1,0,0,0,6,4,0,0,3,2
TARTLA01,1967,Levern,Tart,west,A,1,27,13,1,2,3,3,NULL,NULL,4,0,12,4,5,5,0,0
TARTLA01,1969,Levern,Tart,east,A,1,13,3,NULL,NULL,3,1,NULL,NULL,NULL,2,8,1,0,0,0,0
TAYLOBR01,1974,Brian,Taylor,east,A,1,21,21,1,0,1,3,4,0,1,4,13,9,5,3,0,0
TAYLOBR01,1975,Brian,Taylor,AllStars,A,1,29,6,NULL,NULL,4,8,NULL,NULL,NULL,3,9,3,0,0,1,0
TERRYCL01,1975,Claude,Terry,Denver,A,1,25,14,NULL,NULL,3,3,NULL,NULL,NULL,2,12,5,5,3,3,1
THEUSRE01,1982,Reggie,Theus,east,N,1,8,0,NULL,NULL,1,1,NULL,NULL,NULL,NULL,5,0,0,0,NULL,NULL
THEUSRE01,1980,Reggie,Theus,east,N,1,19,8,NULL,NULL,1,3,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
THOMAIS01,1992,Isiah,Thomas,east,N,1,32,8,NULL,NULL,2,4,NULL,NULL,NULL,NULL,7,4,2,0,NULL,0
THOMAIS01,1991,Isiah,Thomas,east,N,1,28,15,NULL,NULL,1,5,NULL,NULL,NULL,NULL,14,7,0,0,NULL,NULL
THOMAIS01,1989,Isiah,Thomas,east,N,1,27,15,NULL,NULL,4,9,NULL,NULL,NULL,NULL,12,7,0,0,NULL,NULL
THOMAIS01,1988,Isiah,Thomas,east,N,1,33,19,NULL,NULL,2,14,NULL,NULL,NULL,NULL,13,7,6,4,NULL,NULL
THOMAIS01,1987,Isiah,Thomas,east,N,1,28,8,NULL,NULL,2,15,NULL,NULL,NULL,NULL,10,4,0,0,NULL,NULL
THOMAIS01,1986,Isiah,Thomas,east,N,1,24,16,NULL,NULL,3,9,NULL,NULL,NULL,NULL,6,4,9,8,NULL,NULL
THOMAIS01,1985,Isiah,Thomas,east,N,1,36,30,NULL,NULL,1,10,NULL,NULL,NULL,NULL,19,11,9,8,NULL,NULL
THOMAIS01,1984,Isiah,Thomas,east,N,1,25,22,NULL,NULL,2,5,NULL,NULL,NULL,NULL,14,9,1,1,NULL,NULL
THOMAIS01,1983,Isiah,Thomas,east,N,1,39,21,NULL,NULL,5,15,NULL,NULL,NULL,NULL,17,9,3,3,NULL,NULL
THOMAIS01,1982,Isiah,Thomas,east,N,1,29,19,NULL,NULL,4,7,NULL,NULL,NULL,NULL,14,9,1,1,NULL,NULL
THOMAIS01,1981,Isiah,Thomas,East,N,1,17,12,0,1,1,4,3,0,1,1,7,5,4,2,0,0
THOMPDA01,1978,David,Thompson,west,N,1,34,25,NULL,NULL,5,2,NULL,NULL,NULL,NULL,17,11,7,3,NULL,NULL
THOMPDA01,1977,David,Thompson,west,N,1,35,22,NULL,NULL,3,3,NULL,NULL,NULL,NULL,16,10,4,2,NULL,NULL
THOMPDA01,1976,David,Thompson,west,N,1,29,18,NULL,NULL,7,3,NULL,NULL,NULL,NULL,9,7,6,4,NULL,NULL
THOMPDA01,1975,David,Thompson,Denver,A,1,34,29,NULL,NULL,8,2,NULL,NULL,NULL,4,18,9,13,11,0,0
THOMPDA01,1982,David,Thompson,west,N,1,17,10,1,0,1,2,1,0,3,2,7,5,0,0,0,0
THOMPGE01,1971,George,Thompson,east,A,1,17,10,0,0,0,2,NULL,NULL,0,1,9,5,0,0,2,0
THOMPGE01,1972,George,Thompson,east,A,1,22,10,1,0,1,0,0,0,1,1,10,4,2,2,0,0
THOMPGE01,1973,George,Thompson,east,A,1,21,10,2,0,2,3,0,0,4,1,8,5,0,0,0,0
THOMPDA01,1982,David,Thompson,west,N,1,17,10,NULL,NULL,1,2,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
THORESK01,1968,Skip,Thoren,east,A,1,17,2,5,0,5,2,NULL,NULL,1,3,4,1,0,0,0,0
THORPOT01,1991,Otis,Thorpe,west,N,1,4,2,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL
THURMNA01,1973,Nate,Thurmond,west,N,1,5,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,2,1,0,NULL,NULL
THURMNA01,1972,Nate,Thurmond,west,N,1,14,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
THURMNA01,1969,Nate,Thurmond,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
THURMNA01,1967,Nate,Thurmond,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
THURMNA01,1966,Nate,Thurmond,west,N,1,42,16,NULL,NULL,18,0,NULL,NULL,NULL,NULL,16,7,4,2,NULL,NULL
THURMNA01,1965,Nate,Thurmond,west,N,1,33,7,NULL,NULL,16,1,NULL,NULL,NULL,NULL,16,3,3,1,NULL,NULL
THURMNA01,1964,Nate,Thurmond,west,N,1,10,0,NULL,NULL,3,0,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL
TOMJARU01,1978,Rudy,Tomjanovich,east,N,1,24,12,NULL,NULL,6,1,NULL,NULL,NULL,NULL,13,6,0,0,NULL,NULL
TOMJARU01,1976,Rudy,Tomjanovich,east,N,1,22,6,NULL,NULL,10,1,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
TOMJARU01,1975,Rudy,Tomjanovich,east,N,1,12,2,NULL,NULL,3,0,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
TOMJARU01,1974,Rudy,Tomjanovich,east,N,1,14,0,NULL,NULL,3,0,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
TOMJARU01,1973,Rudy,Tomjanovich,east,N,1,17,4,NULL,NULL,5,0,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
TONEYAN01,1983,Andrew,Toney,east,N,1,22,13,NULL,NULL,0,3,NULL,NULL,NULL,NULL,11,6,1,1,NULL,NULL
TONEYAN01,1982,Andrew,Toney,east,N,1,18,8,NULL,NULL,1,7,NULL,NULL,NULL,NULL,5,4,0,0,NULL,NULL
TOWEMO01,1975,Monty,Towe,Denver,A,1,11,2,NULL,NULL,0,2,NULL,NULL,NULL,0,3,1,0,0,0,0
TRIPUKE01,1983,Kelly,Tripucka,east,N,1,6,1,NULL,NULL,0,2,NULL,NULL,NULL,NULL,0,0,2,1,NULL,NULL
TRIPUKE01,1981,Kelly,Tripucka,East,N,1,15,6,1,0,1,2,0,0,1,3,7,3,0,0,0,0
TWARDDA01,1974,Dave,Twardzik,east,A,1,15,14,0,1,1,3,4,0,0,6,4,4,7,6,0,0
TWYMAJA01,1962,Jack,Twyman,east,N,1,16,12,NULL,NULL,4,1,NULL,NULL,NULL,NULL,12,6,0,0,NULL,NULL
TWYMAJA01,1961,Jack,Twyman,west,N,1,8,11,NULL,NULL,1,2,NULL,NULL,NULL,NULL,6,4,3,3,NULL,NULL
TWYMAJA01,1959,Jack,Twyman,west,N,1,28,27,NULL,NULL,5,1,NULL,NULL,NULL,NULL,17,11,8,5,NULL,NULL
TWYMAJA01,1958,Jack,Twyman,west,N,1,23,18,NULL,NULL,8,3,NULL,NULL,NULL,NULL,12,8,4,2,NULL,NULL
TWYMAJA01,1957,Jack,Twyman,west,N,1,25,18,NULL,NULL,3,0,NULL,NULL,NULL,NULL,13,8,2,2,NULL,NULL
TWYMAJA01,1956,Jack,Twyman,west,N,1,17,3,NULL,NULL,0,1,NULL,NULL,NULL,NULL,8,1,3,1,NULL,NULL
UNSELWE01,1972,Wes,Unseld,east,N,1,11,4,NULL,NULL,5,1,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
UNSELWE01,1971,Wes,Unseld,east,N,1,16,2,NULL,NULL,7,1,NULL,NULL,NULL,NULL,5,1,0,0,NULL,NULL
UNSELWE01,1970,Wes,Unseld,east,N,1,21,8,NULL,NULL,10,2,NULL,NULL,NULL,NULL,9,4,0,0,NULL,NULL
UNSELWE01,1968,Wes,Unseld,east,N,1,14,11,NULL,NULL,8,1,NULL,NULL,NULL,NULL,7,5,3,1,NULL,NULL
UNSELWE01,1974,Wes,Unseld,east,N,1,15,6,NULL,NULL,6,1,NULL,NULL,NULL,NULL,3,2,2,2,NULL,NULL
VANARDI01,1970,Dick,Van Arsdale,west,N,1,12,4,NULL,NULL,5,3,NULL,NULL,NULL,NULL,4,2,1,0,NULL,NULL
VANARDI01,1969,Dick,Van Arsdale,west,N,1,16,8,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,4,0,0,NULL,NULL
VANARDI01,1968,Dick,Van Arsdale,west,N,1,10,4,NULL,NULL,1,0,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
VANARTO01,1971,Tom,Van Arsdale,east,N,1,4,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,1,0,0,0,NULL,NULL
VANARTO01,1970,Tom,Van Arsdale,east,N,1,11,8,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,4,2,0,NULL,NULL
VANARTO01,1969,Tom,Van Arsdale,east,N,1,8,5,NULL,NULL,0,1,NULL,NULL,NULL,NULL,7,2,1,1,NULL,NULL
VANDEKI01,1983,Kiki,Vandeweghe,west,N,1,26,14,NULL,NULL,3,1,NULL,NULL,NULL,NULL,13,7,0,0,NULL,NULL
VANDEKI01,1982,Kiki,Vandeweghe,west,N,1,14,7,NULL,NULL,3,1,NULL,NULL,NULL,NULL,4,3,2,1,NULL,NULL
VANEXNI01,1997,Nick,Van Exel,west,N,1,20,13,2,1,3,2,0,0,2,0,14,5,2,2,6,1
VANLINO01,1976,Norm,Van Lier,west,N,1,14,2,NULL,NULL,1,1,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
VANLINO01,1975,Norm,Van Lier,west,N,1,14,3,NULL,NULL,1,0,NULL,NULL,NULL,NULL,4,1,2,1,NULL,NULL
VANLINO01,1973,Norm,Van Lier,west,N,1,9,0,NULL,NULL,1,2,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
VAUGHCH01,1967,Chico,Vaughn,east,A,1,4,6,0,0,0,0,NULL,NULL,1,0,2,2,0,0,2,2
VERGABO01,1969,Bob,Verga,east,A,1,16,14,NULL,NULL,5,2,NULL,NULL,NULL,1,14,6,2,1,3,1
WADEDW01,2009,Dwyane,Wade,East,N,1,31,28,3,3,6,11,5,0,3,4,16,12,6,4,1,0
WADEDW01,2008,Dwayne,Wade,East,N,1,27,18,0,2,2,5,3,0,0,2,13,6,7,4,6,2
WADEDW01,2006,Dwyane,Wade,East,N,1,24,10,0,0,0,3,5,2,6,0,12,5,0,0,0,0
WADEDW01,2005,Dwyane,Wade,east,N,1,31,20,1,3,4,3,2,1,3,1,11,9,2,2,0,0
WADEDW01,2004,Dwyane,Wade,east,N,1,24,14,1,2,3,1,2,1,1,2,13,6,2,2,1,0
WADEDW01,2007,Dwyane,Wade,East,N,1,21,14,3,1,4,3,0,1,2,1,12,7,2,0,1,0
WALKEAN01,2002,Antoine,Walker,east,N,1,9,6,1,0,1,0,0,0,1,0,4,2,2,1,3,1
WALKEAN01,2001,Antoine,Walker,east,N,1,16,8,2,0,2,1,1,0,2,1,8,3,0,0,4,2
WALKEAN01,1997,Antoine,Walker,east,N,1,15,4,2,1,3,3,1,0,1,0,8,2,0,0,3,0
WALKECH01,1973,Chet,Walker,west,N,1,14,12,NULL,NULL,2,1,NULL,NULL,NULL,NULL,5,4,4,4,NULL,NULL
WALKECH01,1972,Chet,Walker,west,N,1,16,4,NULL,NULL,1,0,NULL,NULL,NULL,NULL,5,1,2,2,NULL,NULL
WALKECH01,1970,Chet,Walker,west,N,1,19,10,NULL,NULL,3,1,NULL,NULL,NULL,NULL,9,3,5,4,NULL,NULL
WALKECH01,1969,Chet,Walker,west,N,1,17,4,NULL,NULL,2,1,NULL,NULL,NULL,NULL,3,1,2,2,NULL,NULL
WALKECH01,1966,Chet,Walker,east,N,1,22,15,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,6,4,3,NULL,NULL
WALKECH01,1965,Chet,Walker,east,N,1,25,8,NULL,NULL,6,4,NULL,NULL,NULL,NULL,10,3,3,2,NULL,NULL
WALKECH01,1963,Chet,Walker,east,N,1,12,4,NULL,NULL,0,0,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
WALKEJI01,1971,Jimmy,Walker,west,N,1,16,10,NULL,NULL,2,1,NULL,NULL,NULL,NULL,9,4,5,2,NULL,NULL
WALKEJI01,1969,Jimmy,Walker,east,N,1,14,1,NULL,NULL,1,0,NULL,NULL,NULL,NULL,3,0,1,1,NULL,NULL
WALLABE01,2003,Ben,Wallace,east,N,1,23,4,5,2,7,0,3,1,0,0,5,2,0,0,1,0
WALLABE01,2002,Ben,Wallace,east,N,1,24,2,2,4,6,0,2,2,2,1,2,1,2,0,0,0
WALLABE01,2005,Ben,Wallace,east,N,1,24,0,8,0,8,2,3,2,0,3,1,0,2,0,0,0
WALLABE01,2004,Ben,Wallace,east,N,1,14,6,3,4,7,0,0,0,2,2,7,3,0,0,0,0
WALLAGE01,2009,Gerald,Wallace,East,N,1,16,2,3,0,3,1,0,0,0,0,3,1,0,0,0,0
WALLARA01,2000,Rasheed,Wallace,west,N,1,21,2,3,1,4,2,1,0,2,0,7,1,0,0,1,0
WALLARA01,1999,Rasheed,Wallace,west,N,1,21,9,2,2,4,0,1,1,0,0,6,3,4,3,0,0
WALLARA01,2005,Rasheed,Wallace,east,N,1,17,2,2,0,2,0,1,0,0,1,6,1,0,0,4,0
WALLARA01,2007,Rasheed,Wallace,East,N,1,17,3,2,3,5,0,1,2,1,2,5,1,0,0,5,1
WALTHPA01,1951,Paul,Walther,west,N,1,17,2,NULL,NULL,2,2,NULL,NULL,NULL,NULL,4,1,0,0,NULL,NULL
WALTOBI01,1977,Bill,Walton,west,N,1,31,15,NULL,NULL,10,2,NULL,NULL,NULL,NULL,14,6,3,3,NULL,NULL
WALTOBI01,1976,Bill,Walton,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WANZEBO01,1955,Bob,Wanzer,west,N,1,25,13,NULL,NULL,5,2,NULL,NULL,NULL,NULL,8,4,6,5,NULL,NULL
WANZEBO01,1954,Bob,Wanzer,west,N,1,26,8,NULL,NULL,3,2,NULL,NULL,NULL,NULL,7,3,2,2,NULL,NULL
WANZEBO01,1953,Bob,Wanzer,west,N,1,36,12,NULL,NULL,2,6,NULL,NULL,NULL,NULL,13,5,3,2,NULL,NULL
WANZEBO01,1952,Bob,Wanzer,west,N,1,22,9,NULL,NULL,2,2,NULL,NULL,NULL,NULL,7,4,1,1,NULL,NULL
WANZEBO01,1951,Bob,Wanzer,west,N,1,22,4,NULL,NULL,5,5,NULL,NULL,NULL,NULL,8,1,2,2,NULL,NULL
WARLEBE01,1967,Ben,Warley,west,A,1,17,8,1,0,1,3,NULL,NULL,2,2,7,2,4,4,3,0
WASHIKE01,1979,Kermit,Washington,west,N,1,14,4,NULL,NULL,8,1,NULL,NULL,NULL,NULL,6,1,4,2,NULL,NULL
WASHITR01,1968,Trooper,Washington,east,A,1,15,6,1,4,5,1,NULL,NULL,0,3,5,2,2,2,0,0
WEBBECH01,2002,Chris,Webber,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WEBBECH01,2001,Chris,Webber,west,N,1,20,8,0,3,3,4,1,0,2,2,7,3,4,1,2,1
WEBBECH01,2000,Chris,Webber,west,N,1,29,14,5,4,9,3,1,0,1,2,14,6,4,2,1,0
WEBBECH01,1999,Chris,Webber,west,N,1,13,6,5,3,8,3,1,0,2,2,10,3,0,0,0,0
WEBBECH01,1996,Chris,Webber,east,N,1,14,2,3,1,4,3,1,0,3,3,4,1,0,0,0,0
WEDMASC01,1975,Scott,Wedman,west,N,1,20,8,NULL,NULL,6,2,NULL,NULL,NULL,NULL,5,4,0,0,NULL,NULL
WESTDA01,2007,David,West,West,N,1,16,6,2,2,4,1,0,0,1,1,6,3,0,0,0,0
WESTDA01,2008,David,West,West,N,1,14,6,2,1,3,0,1,0,0,2,5,3,0,0,0,0
WESTJE01,1972,Jerry,West,west,N,1,20,6,NULL,NULL,4,3,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
WESTJE01,1971,Jerry,West,west,N,1,27,13,NULL,NULL,6,5,NULL,NULL,NULL,NULL,9,6,2,1,NULL,NULL
WESTJE01,1970,Jerry,West,west,N,1,20,5,NULL,NULL,1,9,NULL,NULL,NULL,NULL,4,2,3,1,NULL,NULL
WESTJE01,1969,Jerry,West,west,N,1,31,22,NULL,NULL,5,5,NULL,NULL,NULL,NULL,12,7,12,8,NULL,NULL
WESTJE01,1968,Jerry,West,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WESTJE01,1967,Jerry,West,west,N,1,32,17,NULL,NULL,6,6,NULL,NULL,NULL,NULL,17,7,4,3,NULL,NULL
WESTJE01,1966,Jerry,West,west,N,1,30,16,NULL,NULL,3,6,NULL,NULL,NULL,NULL,11,6,4,4,NULL,NULL
WESTJE01,1965,Jerry,West,west,N,1,11,4,NULL,NULL,1,0,NULL,NULL,NULL,NULL,5,1,2,2,NULL,NULL
WESTJE01,1964,Jerry,West,west,N,1,40,20,NULL,NULL,5,6,NULL,NULL,NULL,NULL,16,8,6,4,NULL,NULL
WESTJE01,1963,Jerry,West,west,N,1,42,17,NULL,NULL,4,5,NULL,NULL,NULL,NULL,20,8,1,1,NULL,NULL
WESTJE01,1962,Jerry,West,west,N,1,32,13,NULL,NULL,7,5,NULL,NULL,NULL,NULL,15,5,4,3,NULL,NULL
WESTJE01,1961,Jerry,West,west,N,1,31,18,NULL,NULL,3,1,NULL,NULL,NULL,NULL,14,7,6,4,NULL,NULL
WESTJE01,1960,Jerry,West,west,N,1,25,9,NULL,NULL,2,4,NULL,NULL,NULL,NULL,8,2,6,5,NULL,NULL
WESTPPA01,1979,Paul,Westphal,west,N,1,27,21,NULL,NULL,1,5,NULL,NULL,NULL,NULL,14,8,6,5,NULL,NULL
WESTPPA01,1978,Paul,Westphal,west,N,1,21,17,NULL,NULL,1,5,NULL,NULL,NULL,NULL,12,8,2,1,NULL,NULL
WESTPPA01,1977,Paul,Westphal,west,N,1,24,20,NULL,NULL,0,5,NULL,NULL,NULL,NULL,14,9,5,2,NULL,NULL
WESTPPA01,1976,Paul,Westphal,west,N,1,31,20,NULL,NULL,1,6,NULL,NULL,NULL,NULL,16,10,0,0,NULL,NULL
WESTPPA01,1980,Paul,Westphal,west,N,1,25,19,NULL,NULL,4,3,NULL,NULL,NULL,NULL,12,8,3,3,NULL,NULL
WHITEJO01,1971,Jo Jo,White,east,N,1,18,12,NULL,NULL,4,3,NULL,NULL,NULL,NULL,15,6,2,0,NULL,NULL
WHITEJO01,1970,Jo Jo,White,east,N,1,22,10,NULL,NULL,9,2,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
WHITEJO01,1975,Jo,White,east,N,1,16,6,NULL,NULL,1,1,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
WHITEJO01,1974,Jo,White,east,N,1,13,7,NULL,NULL,1,4,NULL,NULL,NULL,NULL,2,1,6,5,NULL,NULL
WHITEJO01,1973,Jo,White,east,N,1,22,13,NULL,NULL,6,4,NULL,NULL,NULL,NULL,12,6,3,1,NULL,NULL
