#draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1972,8,7,HOU,Henry,Harris,NULL,Auburn,N
1972,8,8,ATL,Oscar,Evans,NULL,Butler,N
1972,8,9,BAL,Jim,Floyd,NULL,Shaw,N
1972,8,10,SEA,Willy,Stoudamire,NULL,Portland State,N
1972,8,11,NYK,Tom,Corde,NULL,Ohio,N
1972,8,12,PHO,Russell,Golden,NULL,Jackson State,N
1972,8,13,GSW,John,Burks,NULL,San Francisco,N
1972,8,14,BOS,Sam,McCarney,NULL,Oral Roberts,N
1972,8,15,CHI,Cavin,Anderson,NULL,Valley City,N
1972,8,16,MIL,Charles,Kirkland,NULL,Cheyney,N
1972,9,1,POR,Scott,McCandlish,NULL,Virginia,N
1972,9,2,BUF,John,Collins,NULL,Brockport State,N
1972,9,3,CLE,Greg,Starrick,NULL,Southern Illinois,N
1972,9,4,DET,Kessie,Mangam,NULL,Ferris State,N
1972,9,5,CIN,Steve,McMahon,NULL,Merrimack,N
1972,9,6,PHI,Rod,Murray,MURRARO01,Cal State-Los Angeles,N
1972,9,7,ATL,Larry,Strozier,NULL,Morehouse,N
1972,9,8,BAL,Ruppert,Breedlove,NULL,Oglethorpe,N
1972,9,9,SEA,Dwight,Holliday,NULL,Hawaii,N
1972,9,10,NYK,Tom,Sullivan,NULL,Fordham,N
1972,9,11,PHO,Bill,Kennedy,NULL,Arizona,N
1972,9,12,GSW,Bill,Duey,NULL,California,N
1972,9,13,CHI,Ralph,Houston,NULL,West Texas State,N
1972,9,14,MIL,Jim,Regenold,NULL,Ball State,N
1972,10,1,POR,Kresimir,Cosic,NULL,Brigham Young,N
1972,10,2,CLE,Kent,Martens,NULL,Abilene Christian,N
1972,10,3,DET,Kent,Hollenbeck,NULL,Kentucky,N
1972,10,4,PHI,Gary,Watson,NULL,Wisconsin,N
1972,10,5,CIN,David,Hall,NULL,Kansas State,N
1972,10,6,ATL,Jim,Clesson,NULL,Tulsa,N
1972,10,7,BAL,Will,Loftin,NULL,SW Louisiana,N
1972,10,8,SEA,Dan,Stewart,NULL,Washington State,N
1972,10,9,NYK,Richie,Garner,NULL,Manhattan,N
1972,10,10,PHO,Al,Vilcheck,NULL,Louisville,N
1972,10,11,BOS,Marty,Hunt,NULL,Kenyon,N
1972,10,12,CHI,Chuck,Taylor,NULL,West Liberty State,N
1972,10,13,MIL,Jolly,Spight,NULL,Santa Clara,N
1972,11,1,POR,Jimmy,Wilkins,NULL,San Diego State,N
1972,11,2,BUF,Jim,Prokell,PROKEJI01,Edinboro State,N
1972,11,3,CIN,Floyd,Mathew,NULL,Northern Arizona,N
1972,11,4,ATL,Charles,Allen,NULL,Texas Southern,N
1972,11,5,BAL,Marvin,Watkins,NULL,Jackson State,N
1972,11,6,SEA,Steve,Turner,NULL,Vanderbilt,N
1972,11,7,NYK,Chic,Downing,NULL,Benedictine,N
1972,11,8,PHO,John,Belcher,NULL,Arkansas State,N
1972,11,9,BOS,Mark,Minor,MINORMA01,Ohio State,N
1972,11,10,CHI,Jackie,Young,NULL,Rocky Mountain,N
1972,12,1,BUF,Frank,Dewitt,NULL,Virginia,N
1972,12,2,CIN,Len,Baltimore,NULL,George Washington,N
1972,12,3,ATL,James,Green,NULL,Paine College,N
1972,12,4,BAL,Lloyd,Adams,NULL,Rhode Island,N
1972,12,5,SEA,Gregg,Daust,NULL,U. of Missouri (St. Louis),N
1972,12,6,PHO,Mark,Soderberg,NULL,Utah,N
1972,12,7,BOS,Phil,Stephens,NULL,South Carolina State,N
1972,12,8,CHI,Al,Cotler,NULL,Penn,N
1972,13,1,POR,Larry,Morris,NULL,Tulsa,N
1972,13,2,BUF,Kim,Huband,NULL,U. of North Carolina,N
1972,13,3,CIN,Kent,Scott,NULL,Pittsburgh,N
1972,13,4,BAL,Mike,Krawzyk,NULL,Loyola (Md.),N
1972,13,5,PHO,Kelly,Utley,NULL,Shaw,N
1972,13,6,CHI,Mike,Barr,BARRMI01,Duquesne,N
1972,14,1,POR,Paul,Kelley,NULL,Shaw,N
1972,14,2,BUF,Greg,Corson,NULL,North Carolina,N
1972,14,3,CIN,Bob,Allen,NULL,Missouri,N
1972,14,4,BAL,Aubrey,Nash,NULL,Kansas,N
1972,14,5,SEA,Cleveland,Hill,NULL,Nicholas State,N
1972,14,6,PHO,Ray,Golson,NULL,West Texas State,N
1972,14,7,CHI,Andrew,Pettes,NULL,Oklahoma,N
1972,15,1,POR,Rich,Haubeggar,NULL,Wake Forest,N
1972,15,2,BUF,Paul,Hoffman,NULL,St. Bonaventure,N
1972,15,3,CIN,Mike,Jefferies,NULL,Oklahoma State,N
1972,15,4,BAL,Gary,Handleman,NULL,Hopkins,N
1972,15,5,CHI,Greg,Lowery,NULL,Texas Tech,N
1972,16,1,POR,Mose,Adolph,NULL,Los Angeles State,N
1972,16,2,BUF,Norman,Bounds,NULL,Brockport State,N
1972,16,3,CIN,Mike,Peterson,NULL,Nebraska,N
1972,16,4,CHI,Charles,Hall,NULL,W. Montana,N
1972,17,1,CHI,John,Thornton,NULL,South Carolina State,N
1972,18,1,CHI,Ron,Manning,NULL,Manhattan,N
1973,1,0,CAR,Maurice,Lucas,LUCASMA01,Marquette,A
1973,1,0,DEN,Ed,Ratleff,RATLEED01,Long Beach State,A
1973,1,0,CAR,Mel,Davis,DAVISME01,St. John's,A
1973,1,0,CAR,Cal,Tatum,NULL,Southern Colorado State,A
1973,1,0,MMT,Larry,Finch,FINCHLA01,Memphis State,A
1973,1,0,MMT,Wardell,Jeffries,NULL,Oklahoma Baptist,A
1973,1,0,KEN,Don,Smith,SMITHDO02,Dayton,A
1973,1,0,KEN,Steve,Rowell,NULL,Rhode Island,A
1973,1,0,DEN,Lamont,King,NULL,Long Beach State,A
1973,1,0,DEN,Mike,Bantom,BANTOMI01,St. Joseph's (PA),A
1973,1,0,DEN,Marvin,Barnes,BARNEMA01,Providence,A
1973,1,0,IND,Steve,Downing,DOWNIST01,Indiana,A
1973,1,0,IND,Mike,Green,GREENMI01,Louisiana Tech,A
1973,1,0,KEN,Ernie,DeGregorio,NULL,Providence,A
1973,1,0,KEN,Louis,Nelson,NELSOLO01,Washington,A
1973,1,0,IND,Len,Elmore,ELMORLE01,Maryland,A
1973,1,0,NYN,Jim,Brewer,BREWEJI01,Minnesota,A
1973,1,0,NYN,Henry,Williams,WILLIHA01,Jacksonville,A
1973,1,0,NYN,Doug,Collins,COLLIDO01,Illinois State,A
1973,1,0,MMT,Larry,Kenon,KENONLA01,Memphis State,A
1973,1,0,MMT,David,Thompson,THOMPDA01,North Carolina State,A
1973,1,0,SAS,Kevin,Kunnert,KUNNEKE01,Iowa,A
1973,1,0,SAS,Dwight,Jones,JONESDW01,Houston,A
1973,1,0,SDQ,Dwight,Lamar,NULL,Southwest Louisiana,A
1973,1,0,SDQ,David,Vaughn,VAUGHDA01,Oral Roberts,A
1973,1,0,SDQ,Bill,Walton,WALTOBI01,UCLA,A
1973,1,0,SDQ,Larry,Moore,MOORELA01,Texas,A
1973,1,0,SAS,Mike,DAntoni,DANTMI01,Marshall,A
1973,1,0,SAS,Craig,Littlepage,NULL,Pennsylvania,A
1973,1,0,VIR,Allan,Bristow,BRISTAL01,VPI,A
1973,1,0,VIR,Willie,Calvert,NULL,Abilene Christian,A
1973,1,0,UTS,Ronnie,Robinson,ROBINRO01,Memphis State,A
1973,1,0,UTS,Dennis,Johnson,NULL,Ferris State,A
1973,1,0,UTS,Robert,Parish,PARISRO01,Centenary,A
1973,1,0,UTS,Jim,Baker,NULL,Nevada,A
1973,1,0,UTS,Bruce,Seals,SEALSBR01,Xavier (LA),A
1973,1,0,VIR,George,Gervin,GERVIGE01,Eastern Michigan,A
1973,1,0,VIR,Phil,Smith,SMITHPH01,San Francisco,A
1973,1,1,PHI,Doug,Collins,COLLIDO01,Illinois State,N
1973,1,2,CLE,Jim,Brewer,BREWEJI01,Minnesota,N
1973,1,3,BUF,Ernie,DiGregorio,DIGREER01,Providence,N
1973,1,4,SEA,Mike,Green,GREENMI01,Louisiana Tech,N
1973,1,5,LAL,Kermit,Washington,WASHIKE01,American,N
1973,1,6,HOU,Ed,Ratleff,RATLEED01,Long Beach State,N
1973,1,7,KCK,Ron,Behagen,BEHAGRO01,Minnesota,N
1973,1,8,PHO,Mike,Bantom,BANTOMI01,St. Joseph's,N
1973,1,9,ATL,Dwight,Jones,JONESDW01,Houston,N
1973,1,10,ATL,John,Brown,BROWNJO01,Missouri,N
1973,1,11,GSW,Kevin,Joyce,JOYCEKE01,South Carolina,N
1973,1,12,CHI,Kevin,Kunnert,KUNNEKE01,Iowa,N
1973,1,13,CAP,Nick,Weatherspoon,WEATHNI01,Illinois,N
1973,1,14,NYK,Mel,Davis,DAVISME01,St. John's,N
1973,1,15,POR,Barry,Parkhill,PARKHBA01,Virginia,N
1973,1,16,MIL,Swen,Nater,NATERSW01,UCLA,N
1973,1,17,BOS,Steve,Downing,DOWNIST01,Indiana,N
1973,1,18,PHI,Raymond,Lewis,NULL,Cal State-Los Angeles,N
1973,2,0,NYN,Campy,Russell,RUSSECA02,Michigan,A
1973,2,0,NYN,Bill,Schaeffer,SCHAEBI01,St. John's,A
1973,2,0,MMT,Larry,Robinson,NULL,Texas,A
1973,2,0,MMT,Ray,Lewis,NULL,Los Angeles State,A
1973,2,0,SAS,John,Coughran,COUGHJO01,California,A
1973,2,0,SAS,Kevin,Joyce,JOYCEKE01,South Carolina,A
1973,2,0,SDQ,Mike,Contreras,NULL,Arizona State,A
1973,2,0,SDQ,Jim,Bradley,BRADLJI01,Northern Illinois,A
1973,2,0,SDQ,Bird,Averitt,AVERIWI01,Pepperdine,A
1973,2,0,SDQ,Tim,Bassett,BASSETI01,Georgia,A
1973,2,0,SAS,Tom,Henderson,HENDETO01,Hawaii,A
1973,2,0,SAS,John,Brown,BROWNJO01,Missouri,A
1973,2,0,VIR,John,Shumate,SHUMAJO01,Notre Dame,A
1973,2,0,VIR,Barry,Parkhill,PARKHBA01,Virginia,A
1973,2,0,UTS,Marvin,Webster,WEBSTMA01,Oregon State,A
1973,2,0,UTS,Alvan,Adams,ADAMSAL01,Oklahoma,A
1973,2,0,UTS,Bill,McCoy,NULL,Northern Iowa,A
1973,2,0,UTS,Leonard,Gray,GRAYLE01,Long Beach State,A
1973,2,0,VIR,Don,Johnson,NULL,Lebanon Valley,A
1973,2,0,VIR,Allie,McGuire,MCGUIAL02,Marquette,A
1973,2,0,CAR,Steve,Smith,NULL,Loyola (CA),A
1973,2,0,CAR,Nick,Weatherspoon,WEATHNI01,Illinois,A
1973,2,0,CAR,Kevin,Restani,RESTAKE01,San Francisco,A
1973,2,0,CAR,Bobby,Jones,JONESBO01,North Carolina,A
1973,2,0,CAR,Tom,Burleson,BURLETO01,North Carolina State,A
1973,2,0,DEN,Steve,Mitchell,NULL,Kansas State,A
1973,2,0,KEN,James,Garvin,GARVIJI01,Boston U.,A
1973,2,0,KEN,James,Forbes,NULL,Texas,A
1973,2,0,MMT,Don,Watts,NULL,Xavier (LA),A
1973,2,0,MMT,Wendell,Hudson,NULL,Alabama,A
1973,2,0,DEN,Dennis,DuVal,DUVALDE01,Syracuse,A
1973,2,0,DEN,Clyde,Turner,NULL,Minnesota,A
1973,2,0,DEN,Tom,Peck,NULL,Eau Claire,A
1973,2,0,IND,Ruby,Jackson,NULL,Hutchinson JC,A
1973,2,0,KEN,Derrek,Dickey,DICKEDE01,Cincinnati,A
1973,2,0,KEN,Ron,King,KINGRO01,Florida State,A
1973,2,0,IND,Louis,Dunbar,NULL,Houston,A
1973,2,0,IND,Jim,OBrien,OBRIEJI02,Maryland,A
1973,2,1,CAP,Louis,Nelson,NELSOLO01,Washington,N
1973,2,2,KCK,Mike,DAntoni,DANTMI01,Marshall,N
1973,2,3,PHI,Allan,Bristow,BRISTAL01,Virginia Tech,N
1973,2,4,PHI,George,McGinnis,MCGINGE01,Indiana,N
1973,2,5,LAL,Bill,Schaeffer,SCHAEBI01,St. John's,N
1973,2,6,CHI,Kevin,Stacom,STACOKE01,Providence,N
1973,2,7,KCK,Larry,McNeill,MCNEILA01,Marquette,N
1973,2,8,CLE,Allan,Hornyak,NULL,Ohio State,N
1973,2,9,ATL,Tom,Ingelsby,INGELTO01,Villanova,N
1973,2,10,NYK,Pat,McFarland,MCFARPA01,St. Joseph's,N
1973,2,11,GSW,Derrek,Dickey,DICKEDE01,Cincinnati,N
1973,2,12,CHI,Wendell,Hudson,NULL,Alabama,N
1973,2,13,LAL,Jim,Chones,CHONEJI01,Marquette,N
1973,2,14,PHI,Caldwell,Jones,JONESCA01,Albany State (GA),N
1973,2,15,PHO,Gary,Melchionni,MELCHGA01,Duke,N
1973,2,16,LAL,John,Perry,NULL,Pan American,N
1973,2,17,BOS,Phil,Hankinson,HANKIPH01,Pennsylvania,N
1973,3,0,CAR,Bill,Bailey,NULL,Catawba,A
1973,3,0,DEN,Kevin,Stacom,STACOKE01,Providence,A
1973,3,0,KEN,Chuck,Witt,NULL,Western Kentucky,A
1973,3,0,MMT,Roy,Simpson,NULL,Furman,A
1973,3,0,DEN,Lindell,Reason,NULL,Eastern Michigan,A
1973,3,0,KEN,ML,Carr,CARRML01,Guilford,A
1973,3,0,IND,Jim,Retseck,NULL,Auburn,A
1973,3,0,NYN,Tom,Ingelsby,INGELTO01,Villanova,A
1973,3,0,SDQ,Jim,Lister,NULL,Sam Houston State,A
1973,3,0,SDQ,Doug,Little,NULL,Oregon,A
1973,3,0,SAS,Bob,Fullerton,NULL,Xavier,A
1973,3,0,VIR,Caldwell,Jones,JONESCA01,Albany State (GA),A
1973,3,0,VIR,Gregg,Hawkins,NULL,North Carolina State,A
1973,3,0,UTS,Steve,Newsome,NULL,Houston,A
1973,3,0,UTS,Ted,Manakas,MANAKTE01,Princeton,A
1973,3,0,UTS,James,Floyd,NULL,Shaw,A
1973,3,1,ATL,Ted,Manakas,MANAKTE01,Princeton,N
1973,3,2,CLE,Jim,OBrien,OBRIEJI02,Maryland,N
1973,3,3,BUF,Ken,Charles,CHARLKE01,Fordham,N
1973,3,4,CHI,Martin,Terry,NULL,Arkansas,N
1973,3,5,CLE,Ozzie,Edwards,NULL,Oklahoma City,N
1973,3,6,CLE,James,Lister,NULL,Sam Houston State,N
1973,3,7,PHO,Joe,Reaves,REAVEJO01,Bethel (TN),N
1973,3,8,PHO,Steve,Mitchell,NULL,Kansas State,N
1973,3,9,DET,Dwight,Lamar,LAMARBO01,SW Louisiana,N
1973,3,10,ATL,Leonard,Gray,GRAYLE01,Long Beach State,N
1973,3,11,GSW,Jim,Retseck,NULL,Auburn,N
1973,3,12,CHI,Steve,Newsome,NULL,Houston,N
1973,3,13,CAP,Tom,Kozelko,KOZELTO01,Toledo,N
1973,3,14,NYK,Allie,McGuire,MCGUIAL02,Marquette,N
1973,3,15,DET,Larry,Kenon,KENONLA01,Memphis State,N
1973,3,16,HOU,EC,Coleman,COLEMEC01,Houston Baptist,N
1973,3,17,BOS,Martinez,Denmon,NULL,Iowa State,N
1973,4,0,CAR,David,Angel,NULL,Clemson,A
1973,4,0,CAR,Kresimer,Cosic,NULL,Brigham Young,A
1973,4,0,DEN,Pat,McFarland,MCFARPA01,St. Joseph's (PA),A
1973,4,0,IND,John,Ritter,NULL,Indiana,A
1973,4,0,KEN,Ron,Behagen,BEHAGRO01,Minnesota,A
1973,4,0,MMT,Norman,Russell,NULL,Oklahoma,A
1973,4,0,MMT,Harry,Rogers,ROGERHA01,St. Louis,A
1973,4,0,KEN,Fran,Costello,NULL,Providence,A
1973,4,0,NYN,Phil,Hankinson,NULL,Pennsylvania,A
1973,4,0,SAS,Bob,Kilgore,NULL,Michigan State,A
1973,4,0,SDQ,Ernie,Kusyner,NULL,Kansas State,A
1973,4,0,UTS,Charles,Golson,NULL,College of Emporia,A
1973,4,0,UTS,Martin,Terry,NULL,Arkansas,A
1973,4,0,VIR,Mike,Allocco,NULL,Stonehill (MA),A
1973,4,0,VIR,Bob,Lauriski,NULL,Utah State,A
1973,4,1,PHI,Darrel,Minniefield,NULL,New Mexico,N
1973,4,2,BUF,Doug,Little,NULL,Oregon,N
1973,4,3,POR,William,Averitt,AVERIWI01,Pepperdine,N
1973,4,4,SEA,June,Harris,NULL,North Carolina A&T,N
1973,4,5,CLE,Luke,Witte,WITTELU01,Ohio State,N
1973,4,6,HOU,Lee,Colburn,NULL,South Dakota State,N
1973,4,7,MIL,Clyde,Turner,NULL,Minnesota,N
1973,4,8,PHO,Ron,Robinson,ROBINRO01,Memphis State,N
1973,4,9,DET,Ken,Brady,NULL,Michigan,N
1973,4,10,ATL,James,Brown,NULL,Harvard,N
1973,4,11,GSW,Ron,King,KINGRO01,Florida State,N
1973,4,12,CHI,Mark,Sibley,SIBLEMA01,Northwestern,N
1973,4,13,CAP,Aaron,Stewart,NULL,Richmond,N
1973,4,14,NYK,George,Karl,KARLGE01,North Carolina,N
1973,4,15,MIL,Harry,Rogers,ROGERHA01,St. Louis,N
1973,4,16,LAL,Larry,Finch,FINCHLA01,Memphis State,N
1973,4,17,BOS,Richie,Fuqua,NULL,Oral Roberts,N
1973,5,0,CAR,Larry,Hollyfield,NULL,UCLA,A
1973,5,0,CAR,Carl,Jackson,NULL,St. Bonaventure,A
1973,5,0,KEN,Ed,Childress,NULL,Austin Peay,A
1973,5,0,MMT,Dennis,Bell,BELLDE01,Drake,A
1973,5,0,MMT,Aaron,Covington,NULL,Canisius,A
1973,5,0,IND,Alan,Hornyak,NULL,Ohio State,A
1973,5,0,KEN,William,Harris,NULL,North Carolina State,A
1973,5,0,NYN,Reggie,Royals,ROYALRE01,Florida State,A
1973,5,0,SDQ,Ken,Brady,NULL,Michigan,A
1973,5,0,SAS,Ron,Hogue,NULL,Georgia,A
1973,5,0,SAS,Luke,Witte,WITTELU01,Ohio State,A
1973,5,0,VIR,Allan,Shaw,NULL,Duke,A
1973,5,0,UTS,Pete,Harris,NULL,Stephen F. Austin,A
1973,5,0,UTS,Mike,Quick,NULL,San Francisco,A
1973,5,1,PHI,Reggie,Royals,ROYALRE01,Florida State,N
1973,5,2,POR,Fran,Costello,NULL,Providence,N
1973,5,3,BUF,Randy,Knoll,NULL,Marshall,N
1973,5,4,SEA,Chuck,Iverson,NULL,South Dakota,N
1973,5,5,CLE,John,Coughran,COUGHJO01,California,N
1973,5,6,HOU,Gary,Rhoades,NULL,Colorado State,N
1973,5,7,KCK,ML,Carr,CARRML01,Guilford,N
1973,5,8,PHO,Clinton,Harris,NULL,Iowa State,N
1973,5,9,DET,Henry,Wilmore,NULL,Michigan,N
1973,5,10,ATL,Dave,Winfield,NULL,Minnesota,N
1973,5,11,GSW,Nate,Stephens,NULL,Long Beach State,N
1973,5,12,CHI,Ray,Simpson,NULL,Furman,N
1973,5,13,CAP,Danny,Traylor,NULL,South Carolina,N
1973,5,14,NYK,Dennis,Bell,NULL,Drake,N
1973,5,15,LAL,Kresimir,Cosic,NULL,Brigham Young,N
1973,5,16,MIL,Larry,Jackson,NULL,Northern Illinois,N
1973,5,17,BOS,Byron,Jones,NULL,San Francisco,N
1973,6,0,CAR,Lynn,Greer,NULL,Virginia State,A
1973,6,0,CAR,Joe,Reaves,REAVEJO01,Bethel,A
1973,6,0,DEN,Martinez,Denmon,NULL,Iowa State,A
1973,6,0,KEN,Jerry,Clark,NULL,Skagit Valley JC (WA),A
1973,6,0,MMT,Fred,Lavoroni,NULL,Santa Clara,A
1973,6,0,MMT,George,Karl,KARLGE01,North Carolina,A
1973,6,0,KEN,Mike,Boylan,NULL,Assumption (MA),A
1973,6,0,IND,Joe,Wallace,NULL,Denver,A
1973,6,0,NYN,Neal,Jorgenson,NULL,Oregon State,A
1973,6,0,SAS,Gary,Melchionni,MELCHGA01,Duke,A
1973,6,0,SAS,John,Lang,NULL,Augustana,A
1973,6,0,SDQ,Jim,Owens,OWENSJI01,Arizona State,A
1973,6,0,SDQ,Jerry,Brisbano,NULL,S.W. Louisiana,A
1973,6,0,UTS,Lee,Colburn,NULL,South Dakota State,A
1973,6,0,UTS,David,Winfield,NULL,Minnesota,A
1973,6,0,VIR,Howard,White,NULL,Sam Houston State,A
1973,6,0,VIR,Aaron,Stewart,NULL,Richmond,A
1973,6,1,PHI,Sterling,Wright,NULL,Lincoln,N
1973,6,2,BUF,Mike,Macaluso,MACALMI01,Canisius,N
1973,6,3,POR,Neal,Jurgensen,NULL,Oregon State,N
1973,6,4,SEA,Bill,McCoy,NULL,Northern Iowa,N
1973,6,5,CLE,Willie,Calvert,NULL,Abilene Christian,N
1973,6,6,HOU,Tom,Peck,NULL,Eau Claire,N
1973,6,7,KCK,Mike,Quick,NULL,San Francisco,N
1973,6,8,PHO,Gene,Doyle,NULL,Holy Cross,N
1973,6,9,DET,Dennis,Johnson,NULL,Ferris State,N
1973,6,10,ATL,John,Williamson,WILLIJO02,New Mexico State,N
1973,6,11,GSW,Bob,Lauriski,NULL,Utah State,N
1973,6,12,CHI,John,Neumann,NEUMAJO01,Mississippi,N
1973,6,13,CAP,Mike,Allocco,NULL,Stonehill,N
1973,6,14,NYK,Lawrence,Lilly,NULL,Alabama State,N
1973,6,15,MIL,James,Floyd,NULL,Shaw,N
1973,6,16,LAL,David,Brent,NULL,Jacksonville,N
1973,6,17,BOS,Joe,Cafferky,NULL,North Carolina State,N
1973,7,0,CAR,Ozzie,Edwards,NULL,Oklahoma City,A
1973,7,0,CAR,Dale,Adams,NULL,Mount St. Mary's,A
1973,7,0,DEN,James,Brown,NULL,Harvard,A
1973,7,0,MMT,EC,Coleman,COLEMEC01,Houston Baptist,A
1973,7,0,MMT,John,Wolfenberg,NULL,Valparaiso,A
1973,7,0,KEN,Les,Taylor,NULL,Murray State,A
1973,7,0,IND,Jim,Andrews,NULL,Kentucky,A
1973,7,0,NYN,Kenny,Charles,CHARLKE01,Fordham,A
1973,7,0,SDQ,Mark,Beckwith,NULL,Montana State,A
1973,7,0,SDQ,Nate,Stevens,NULL,Long Beach State,A
1973,7,0,SAS,Jeff,Overhouse,NULL,Texas A&M,A
1973,7,0,SAS,Richie,Fuqua,NULL,Oral Roberts,A
1973,7,0,VIR,Rubin,Montanez,NULL,Duquesne,A
1973,7,0,VIR,Darryl,Brown,NULL,Maryland,A
1973,7,0,UTS,JG,Brosterhos,NULL,Texas,A
1973,7,0,UTS,Robert,White,NULL,Sam Houston State,A
1973,7,1,PHI,James,Greene,NULL,Kentucky Wesleyan,N
1973,7,2,POR,Larry,Hollyfield,NULL,UCLA,N
1973,7,3,BUF,Tim,Bassett,BASSETI01,Georgia,N
1973,7,4,SEA,Jim,Andrews,NULL,Kentucky,N
1973,7,5,CLE,Larry,Farmer,NULL,UCLA,N
1973,7,6,HOU,Fred,DeVaughn,NULL,Westmont,N
1973,7,7,KCK,Mike,Jeffries,NULL,Missouri,N
1973,7,8,PHO,Jerry,Bisbano,NULL,SW Louisiana,N
1973,7,9,DET,Fred,Smiley,NULL,Northwood Michigan,N
1973,7,10,ATL,Pete,Harris,NULL,Stephen F. Austin,N
1973,7,11,GSW,Steve,Smith,NULL,Loyola (CA),N
1973,7,12,CHI,Billy,Harris,HARRIBI01,Northern Illinois,N
1973,7,13,CAP,Rod,Hogue,NULL,Georgia,N
1973,7,14,NYK,Mike,Moore,NULL,Manhattan,N
1973,7,15,LAL,Nate,Hawthorne,HAWTHNA01,Southern Illinois,N
1973,7,16,MIL,Eddie,Childress,NULL,Austin Peay,N
1973,7,17,BOS,Mike,Stewart,NULL,Santa Clara,N
1973,8,0,CAR,Terrance,Murchinson,NULL,Fayetteville,A
1973,8,0,CAR,Steve,Becker,NULL,Yankton (SD),A
1973,8,0,DEN,Gary,Rhoades,NULL,Colorado State,A
1973,8,0,MMT,Jim,Crawford,NULL,LaSalle,A
1973,8,0,MMT,Rod,Freeman,FREEMRO01,Vanderbilt,A
1973,8,0,KEN,James,Greene,NULL,Kentucky Wesleyan,A
1973,8,0,IND,Mike,Edwards,NULL,Tennessee,A
1973,8,0,NYN,Gene,Doyle,NULL,Holy Cross,A
1973,8,0,SAS,Henry,Wilmore,NULL,Michigan,A
1973,8,0,SAS,Tim,Dominiz,NULL,Valdosta,A
1973,8,0,SDQ,Chris,McMurray,NULL,San Diego State,A
1973,8,0,SDQ,Wayne,Pack,PACKWA01,Tennessee Tech,A
1973,8,0,UTS,Gary,Watson,NULL,Wisconsin,A
1973,8,0,UTS,Mike,Williams,NULL,Kentucky Wesleyan,A
1973,8,0,VIR,Linwood,Johnson,NULL,Virginia State (redshirt),A
1973,8,0,VIR,Walter,McGary,NULL,Tennessee,A
1973,8,1,PHI,Dave,Langston,NULL,Drake,N
1973,8,2,BUF,Carl,Jackson,NULL,St. Bonaventure,N
1973,8,3,POR,Lendell,Resson,NULL,Eastern Michigan,N
1973,8,4,SEA,Wardell,Jeffries,NULL,Oklahoma Baptist,N
1973,8,5,CLE,John,Ritter,NULL,Indiana,N
1973,8,6,HOU,John,Thomas,NULL,Missouri Southern,N
1973,8,7,KCK,Mike,Williams,NULL,Kentucky Wesleyan,N
1973,8,8,PHO,Jim,Owens,OWENSJI01,Arizona State,N
1973,8,9,DET,Ben,Kelso,KELSOBE01,Central Michigan,N
1973,8,10,ATL,Tim,Dominey,NULL,Valdosta State,N
1973,8,11,GSW,Jeff,Dawson,NULL,Illinois,N
1973,8,12,CHI,JG,Brosterhos,NULL,Texas,N
1973,8,13,CAP,Mark,Jellison,NULL,Northeastern,N
1973,8,14,NYK,Steve,Rowell,NULL,Rhode Island,N
1973,8,15,MIL,Walt,McGrary,NULL,Tennessee-Chattanooga,N
1973,8,16,LAL,Roy,McPipe,MCPIPRO01,Eastern Montana,N
1973,8,17,BOS,Robert,White,NULL,Sam Houston State,N
1973,9,0,CAR,Abe,Stewart,NULL,Jacksonville,A
1973,9,0,DEN,Connie,Warren,NULL,Xavier,A
1973,9,0,MMT,Charles,Mitchell,NULL,Eastern Kentucky,A
1973,9,0,MMT,Rick,Williams,NULL,Iowa,A
1973,9,0,KEN,John,Johnson,NULL,Denver (redshirt),A
1973,9,0,IND,Robert,Wilson,NULL,Wichita State (redshirt),A
1973,9,0,NYN,Russ,Hunt,NULL,Furman,A
1973,9,0,SDQ,Fred,DeVaughn,NULL,Western Montana,A
1973,9,0,SDQ,Clint,Harris,NULL,Iowa State,A
1973,9,0,SAS,Bill,Harris,HARRIBI01,Northern Illinois,A
1973,9,0,SAS,Mark,Sibley,SIBLEMA01,Northwestern,A
1973,9,0,VIR,Phil,Chenier,CHENIPH01,California,A
1973,9,0,UTS,Roy,McPipe,NULL,Eastern Montana,A
1973,9,0,UTS,Larry,Davis,NULL,Centenary,A
1973,9,1,PHI,Harvey,Catchings,CATCHHA01,Hardin-Simmons,N
1973,9,2,POR,Mike,Contreras,NULL,Arizona State,N
1973,9,3,BUF,Bob,Fullerton,NULL,Xavier (OH),N
1973,9,4,SEA,Greg,Williams,NULL,Seattle,N
1973,9,5,CLE,Les,Taylor,NULL,Murray State,N
1973,9,6,KCK,James,Brown,NULL,Dartmouth,N
1973,9,7,PHO,Sandy,Smith,NULL,Winston-Salem,N
1973,9,8,DET,Bill,Kelgore,NULL,Michigan State,N
1973,9,9,GSW,Everett,Fopma,NULL,Idaho State,N
1973,9,10,CHI,Rubin,Montanez,NULL,Duquesne,N
1973,9,11,CAP,Mike,Boylan,NULL,Assumption,N
1973,9,12,NYK,Joe,Wise,NULL,Bridgewater State,N
1973,9,13,MIL,Bob,Bocca,NULL,Quinnipiac,N
1973,9,14,BOS,Corky,Taylor,NULL,Minnesota,N
1973,10,0,CAR,Gerald,Smith,NULL,Detroit,A
1973,10,0,DEN,Jeff,Dawson,NULL,Illinois (redshirt),A
